feature_id|feature_name|feature_class|state_name|state_numeric|county_name|county_numeric|map_name|date_created|date_edited|bgn_type|bgn_authority|bgn_date|prim_lat_dms|prim_long_dms|prim_lat_dec|prim_long_dec|source_lat_dms|source_long_dms|source_lat_dec|source_long_dec
401|Aguaje Draw|Valley|Arizona|04|Apache|001|Kearn Lake|02/08/1980|08/18/2021||||343439N|1091249W|34.5774958|-109.2136158|344306N|1085819W|34.7182628|-108.9719032
435|San Simon River|Stream|Arizona|04|Graham|009|Safford|02/08/1980|||||324953N|1093857W|32.8314544|-109.649245|320000N|1090127W|32.0000893|-109.0242268
665|Antelope Canyon|Valley|New Mexico|35|Hidalgo|023|Round Mountain|02/08/1980|08/30/2021||||323018N|1090151W|32.5049728|-109.0307448|322628N|1090601W|32.4412051|-109.1001399
960|Baker Canyon|Valley|Arizona|04|Cochise|003|Guadalupe Canyon|02/08/1980|02/08/2020||||312037N|1090402W|31.3436114|-109.0673506|312513N|1090224W|31.420196|-109.0398854
1448|Beclabito Wash|Stream|New Mexico|35|San Juan|045|Sallies Spring|11/13/1980||Official|Board Decision|01/01/1983|365422N|1085534W|36.9061086|-108.9262091|365044N|1090424W|36.8455547|-109.0734341
1500|Black Creek|Stream|Arizona|04|Apache|001|Houck|02/08/1980||Official|Board Decision|01/01/1959|351600N|1091402W|35.2666917|-109.2339842|355455N|1090150W|35.9152895|-109.0306499
1501|Black Creek Valley|Valley|Arizona|04|Apache|001|Hunters Point|02/08/1980|08/30/2021||||353306N|1090535W|35.5517342|-109.0929528|355501N|1090138W|35.9169556|-109.0271009
1650|Blackrock Wash|Stream|Arizona|04|Apache|001|Horse Mesa|02/08/1980|||||364218N|1090039W|36.7049999|-109.0109301|364723N|1091020W|36.789722|-109.1723243
1668|Blanco Canyon|Valley|Arizona|04|Apache|001|Kearn Lake|02/08/1980|06/03/2023||||343338N|1090929W|34.560673|-109.1579735|343941N|1085509W|34.6615016|-108.9191604
2850|China Camp Canyon|Valley|Arizona|04|Greenlee|011|Sheldon|02/08/1980|03/24/2023||||324928N|1091042W|32.824573|-109.1782818|325207N|1085929W|32.8684999|-108.9914279
3306|Cottonwood Canyon|Valley|New Mexico|35|Catron|003|Mesa Parada|02/08/1980|08/24/2021||||342453N|1090030W|34.4147545|-109.0083743|341625N|1090213W|34.273683|-109.0369799
3516|Coyote Wash|Stream|Arizona|04|Greenlee|011|Duncan|02/08/1980|||||323755N|1090230W|32.6320183|-109.0417271|323257N|1090700W|32.5492413|-109.1167268
3798|Deer Creek|Stream|Arizona|04|Cochise|003|Skull Canyon|02/08/1980|08/21/2009|Official|Board Decision|01/01/1978|314116N|1090617W|31.6877778|-109.1047222|313712N|1090208W|31.6200989|-109.0356122
4499|Estes Canyon|Valley|Arizona|04|Cochise|003|Guadalupe Spring|02/08/1980|01/28/2020||||312819N|1090536W|31.4720311|-109.0934469|312803N|1090247W|31.4675046|-109.0463445
5075|Goat Camp Canyon|Valley|Arizona|04|Greenlee|011|Sheldon|02/08/1980|03/24/2023||||324822N|1091017W|32.8061138|-109.1712683|325031N|1090016W|32.8418408|-109.0043972
5416|Guadalupe Canyon|Valley|Arizona|04|Cochise|003|Guadalupe Canyon|02/08/1980|03/31/2020||||312001N|1090517W|31.3334731|-109.0880543|312809N|1090221W|31.4690361|-109.0390742
5971|Horse Mesa Creek|Stream|Arizona|04|Apache|001|Horse Mesa|02/08/1980|06/10/2015||||364121N|1090221W|36.6891668|-109.0392641|364543N|1090856W|36.7619055|-109.1489557
6259|Iron Canyon|Valley|Arizona|04|Greenlee|011|Tillie Hall Peak|02/08/1980|03/24/2023||||325248N|1090450W|32.8798644|-109.0805057|325218N|1085930W|32.8717179|-108.9916018
6362|Jaralosa Draw|Valley|Arizona|04|Apache|001|Ceadro Spring|02/08/1980|09/16/2025||||344744N|1091050W|34.7956454|-109.180591|343810N|1083255W|34.6359724|-108.5486873
8080|Millsite Canyon|Valley|New Mexico|35|Hidalgo|023|Engine Mountain|02/08/1980|08/04/2023||||322350N|1090205W|32.3971527|-109.0345917|322247N|1090316W|32.3798116|-109.0544694
8890|Oak Spring Wash|Stream|Arizona|04|Apache|001|Horse Mesa|01/04/2024|01/04/2024||||364305N|1090023W|36.71804|-109.006262|364458N|1090306W|36.74951|-109.051752
8950|Old Horseshoe Canyon|Valley|New Mexico|35|Hidalgo|023|Engine Mountain|02/08/1980|08/04/2023||||322417N|1090238W|32.4047634|-109.0439252|322315N|1090356W|32.38737|-109.0656829
8984|Olney Well Draw|Valley|Arizona|04|Greenlee|011|Round Mountain|02/08/1980|||||323225N|1090221W|32.5403537|-109.0392256|323031N|1090538W|32.5086111|-109.0938889
9045|Owl Creek|Stream|Arizona|04|Cochise|003|Skull Canyon|02/08/1980|08/25/2009||||313953N|1090414W|31.6647222|-109.0705556|313932N|1090023W|31.6588889|-109.0063889
9481|Pine Springs Wash|Stream|Arizona|04|Apache|001|Schnebly Well|02/08/1980|11/03/2010||||344324N|1091508W|34.72337|-109.2523167|344326N|1090131W|34.7239281|-109.025364
9803|Puerco River|Stream|Arizona|04|Navajo|017|Sun Valley|02/08/1980|01/14/2020|Official|Board Decision|01/01/1974|345320N|1100717W|34.8889155|-110.121509|353433N|1081052W|35.5758566|-108.181179
9911|Railroad Wash|Stream|Arizona|04|Greenlee|011|Duncan|02/08/1980|||||324144N|1090410W|32.6956277|-109.0695064|322904N|1085912W|32.4845222|-108.9867243
10081|Red Lake|Reservoir|New Mexico|35|McKinley|031|Buell Park|02/08/1980|04/15/2019||||355542N|1090227W|35.9284297|-109.0408581|||0.0|0.0
10140|Redrock Valley|Valley|New Mexico|35|San Juan|045|Horse Mesa|02/08/1980|07/26/2024|Official|Board Decision|01/01/1915|364210N|1090055W|36.702713|-109.0152825|363241N|1090506W|36.5448001|-109.0850682
10172|Red Valley|Valley|New Mexico|35|McKinley|031|Buell Park|02/08/1980|05/26/2023|Official|Board Decision|01/01/1959|355629N|1090214W|35.9413938|-109.0370973|360119N|1090334W|36.0220333|-109.0593379
10173|Red Wash|Stream|New Mexico|35|San Juan|045|Sallies Spring|01/16/2024|01/16/2024||||365318N|1085432W|36.8882|-108.90876|362916N|1090333W|36.487902|-109.059134
10858|San Simon Valley|Valley|Arizona|04|Graham|009|Safford|02/08/1980|08/30/2021|Official|Board Decision|01/01/1964|324743N|1093735W|32.7951757|-109.6263275|313941N|1090708W|31.6613168|-109.1188757
10905|Sand Wash|Stream|Arizona|04|Greenlee|011|Sheldon|02/08/1980||Official|Board Decision|01/01/1962|324555N|1090922W|32.7653472|-109.1561757|324939N|1090112W|32.8275701|-109.0200624
11239|Shoe Game Wash|Stream|New Mexico|35|San Juan|045|Sallies Spring|02/08/1980|06/28/2010||||365532N|1085710W|36.925572|-108.952768|364808N|1090725W|36.8022217|-109.1237122
11397|Skeleton Canyon|Valley|Arizona|04|Cochise|003|Skeleton Canyon|02/08/1980|02/04/2020||||313526N|1090340W|31.590553|-109.0612366|313352N|1085844W|31.5645481|-108.9789074
11432|Slick Rock Wash|Stream|Arizona|04|Apache|001|Window Rock|01/12/2024|01/12/2024||||354400N|1090405W|35.733293|-109.067974|354421N|1085839W|35.739058|-108.977551
12079|Sycamore Creek|Stream|Arizona|04|Cochise|003|Million Dollar Tank|02/08/1980|||||312633N|1090803W|31.442602|-109.1342241|312654N|1090231W|31.4484359|-109.0419993
12398|Thompson Draw|Valley|Arizona|04|Greenlee|011|Round Mountain|02/08/1980|04/16/2024||||323702N|1090324W|32.617246|-109.0567572|323626N|1085700W|32.6073162|-108.9500288
12758|Tse Bonito Wash|Arroyo|Arizona|04|Apache|001|Hunters Point|02/08/1980|02/12/2015|Official|Board Decision|01/01/1983|353723N|1090502W|35.6231688|-109.0838909|354246N|1085512W|35.7129108|-108.9201153
13210|Venadito Draw|Valley|Arizona|04|Apache|001|Ceadro Spring SE|02/08/1980|08/22/2024||||345142N|1090331W|34.8617746|-109.0585854|345032N|1084611W|34.8421947|-108.7696929
13567|Wheatfields Creek|Stream|Arizona|04|Apache|001|Lower Wheatfields|02/08/1980|||||360813N|1091128W|36.1369499|-109.1912111|361903N|1090025W|36.3175039|-109.0070403
13588|Whiskey Creek|Stream|Arizona|04|Apache|001|White Clay|02/08/1980|06/28/2010||||360720N|1090929W|36.1222283|-109.1581546|361349N|1085634W|36.2302834|-108.9428717
13605|White Clay Spring Wash|Stream|Arizona|04|Apache|001|Fort Defiance|02/08/1980|||||354622N|1090336W|35.772793|-109.0600937|354825N|1085758W|35.8069593|-108.9662029
13714|Whitewater Arroyo|Stream|Arizona|04|Apache|001|Houck|02/08/1980|04/21/2026||||351707N|1090816W|35.2853025|-109.1378703|352306N|1083627W|35.385026|-108.6075798
14144|Zuñi River|Stream|Arizona|04|Apache|001|Potter Mesa Tank|02/08/1980|||||343844N|1094028W|34.6455892|-109.6745534|350638N|1084256W|35.1105881|-108.7156366
21596|Crystal Creek|Stream|Arizona|04|Apache|001|White Clay|06/27/1984|11/28/2008|Official|Board Decision|01/01/1983|360449N|1090856W|36.0802778|-109.1488889|360504N|1085124W|36.0844536|-108.8567569
23946|Sanostee Wash|Arroyo|New Mexico|35|San Juan|045|Newcomb NE|06/27/1984|02/06/2015||||362912N|1083420W|36.4866911|-108.5722997|362517N|1090338W|36.4212768|-109.0605755
25413|Tige Canyon|Valley|New Mexico|35|Catron|003|Saliz Pass|02/01/1992|01/31/2020||||333330N|1085910W|33.5583073|-108.9859951|333315N|1090235W|33.5542317|-109.0430549
25450|Doubtful Canyon|Valley|New Mexico|35|Hidalgo|023|Mondel|02/08/1980|08/30/2021||||322054N|1085737W|32.3484014|-108.9601466|322102N|1090504W|32.3505878|-109.0844927
25452|Little Doubtful Canyon|Valley|New Mexico|35|Hidalgo|023|Doubtful Canyon|02/08/1980|08/30/2021||||322030N|1090236W|32.3416004|-109.0434106|322251N|1090434W|32.3807905|-109.0761961
25468|Conner Draw|Valley|New Mexico|35|Catron|003|Escudilla Mountain|10/01/1992|08/04/2023|Official|Board Decision|01/01/1992|335613N|1090112W|33.9370214|-109.0199307|335658N|1090303W|33.9494471|-109.0509469
25663|Antelope Creek|Stream|Arizona|04|Greenlee|011|Harden Cienega|02/08/1980|||||331051N|1090259W|33.1808974|-109.0497884|331046N|1085927W|33.179509|-108.9908978
26361|Bitter Creek|Stream|Arizona|04|Greenlee|011|Sheldon|02/08/1980|||||325015N|1091101W|32.8375678|-109.183677|325318N|1085720W|32.8884029|-108.9556169
26530|Blue River|Stream|Arizona|04|Greenlee|011|Dix Creek|02/08/1980|||||331233N|1091130W|33.2092294|-109.1917374|334311N|1090242W|33.719776|-109.0450718
26855|Buchanan Canyon|Valley|New Mexico|35|Catron|003|Glenwood|02/08/1980|01/28/2020||||332044N|1085954W|33.3456152|-108.9982247|332027N|1090515W|33.3409102|-109.0875185
26990|Bullard Canyon|Valley|New Mexico|35|Catron|003|Maple Peak|02/08/1980|08/18/2021||||331540N|1090246W|33.2610874|-109.0460246|331916N|1090540W|33.3212016|-109.0943847
27102|Buzzard Canyon|Valley|New Mexico|35|Catron|003|Alma|11/13/1980|04/16/2019||||332238N|1085840W|33.3772504|-108.97765|332136N|1090452W|33.3599083|-109.0810408
27221|Campbell Blue Creek|Stream|Arizona|04|Greenlee|011|Maness Peak|02/08/1980|||||334311N|1090241W|33.719776|-109.0447941|334835N|1091518W|33.8097742|-109.2550794
27265|Canovas Creek|Stream|Arizona|04|Apache|001|Loco Knoll|02/08/1980|07/10/2015|Official|Board Decision|01/01/1978|340332N|1090258W|34.0589386|-109.0495224|335941N|1090006W|33.9947734|-109.0017426
27306|Carrizo Wash|Stream|Arizona|04|Apache|001|Zion Reservoir|01/12/2024|01/12/2024||||343620N|1092608W|34.6055892|-109.4356594|343700N|1084656W|34.6167093|-108.7822994
27517|Charlie Moore Place|Populated Place|Arizona|04|Greenlee|011|Alma Mesa|02/08/1980|06/07/2022||||332323N|1090249W|33.389782|-109.0470131|||0.0|0.0
27675|Citizen Canyon|Valley|Arizona|04|Greenlee|011|Harden Cienega|02/08/1980|01/28/2020||||331419N|1090256W|33.2386734|-109.0489402|331727N|1090021W|33.2907666|-109.0057977
27752|Coal Creek|Stream|Arizona|04|Greenlee|011|Dix Creek|02/08/1980|||||331145N|1090833W|33.1958965|-109.1425691|330130N|1090238W|33.0250663|-109.0439533
28116|Coyote Creek|Stream|Arizona|04|Apache|001|Lyman Lake|06/27/1984||Official|Board Decision|01/01/1992|341815N|1092125W|34.304209|-109.3570366|335822N|1090234W|33.972829|-109.0428544
28441|Devils Den Canyon|Valley|New Mexico|35|Catron|003|Maple Peak|02/08/1980|08/18/2021||||332042N|1090157W|33.3450882|-109.0325651|332056N|1090441W|33.3487688|-109.0781852
29744|Harden Cienega Creek|Stream|Arizona|04|Greenlee|011|Dix Creek|02/08/1980|||||331203N|1090814W|33.2008965|-109.1372913|330706N|1090243W|33.1183983|-109.0453432
30578|Johnson Canyon|Valley|Arizona|04|Greenlee|011|Maness Peak|02/08/1980|04/01/2020||||333810N|1090535W|33.6360104|-109.0929991|334148N|1085816W|33.6967133|-108.9712019
30720|Keller Canyon|Valley|New Mexico|35|Catron|003|Alma|02/08/1980|04/16/2019||||332443N|1085533W|33.4119625|-108.925887|332841N|1090416W|33.4780663|-109.0710864
31223|Long Canyon|Valley|Arizona|04|Greenlee|011|Alma Mesa|02/08/1980|09/24/2022||||332928N|1090423W|33.4910178|-109.0729389|332954N|1090224W|33.4983917|-109.0399755
32070|Mother Hubbard Canyon|Valley|New Mexico|35|Catron|003|Maness Peak|02/08/1980|08/18/2021||||334340N|1090247W|33.7277888|-109.0464099|334552N|1090353W|33.7644465|-109.0646282
32123|Mud Spring Canyon|Valley|New Mexico|35|Catron|003|Alma Mesa|02/08/1980|09/24/2022||||332437N|1090050W|33.4102387|-109.0139089|332439N|1090323W|33.4108612|-109.0563019
32127|Mud Spring Mesa|Summit|New Mexico|35|Catron|003|Alma Mesa|02/08/1980|10/30/2021||||332545N|1090230W|33.4292316|-109.0415314|||0.0|0.0
32150|Muddy Canyon|Valley|Arizona|04|Greenlee|011|Blue|02/08/1980|08/21/2021||||333637N|1090405W|33.6102364|-109.0680971|333822N|1090229W|33.6393849|-109.0414884
32341|Noland Creek|Stream|Arizona|04|Greenlee|011|Maness Peak|06/27/1984||Official|Board Decision|01/01/1990|333922N|1090528W|33.6561657|-109.0911839|334133N|1085944W|33.6925544|-108.9956257
32527|One Horn Canyon|Valley|New Mexico|35|Catron|003|Maple Peak|02/08/1980|08/18/2021||||331643N|1090216W|33.2785877|-109.0376548|331825N|1090325W|33.306854|-109.0568491
32612|Pace Creek|Stream|Arizona|04|Apache|001|Maness Peak|02/08/1980|||||334455N|1090106W|33.7486646|-109.0184047|334829N|1090334W|33.8081083|-109.0595182
33785|Romero Creek|Stream|New Mexico|35|Catron|003|Escudilla Mountain|08/31/1992||Official|Board Decision|01/01/1992|335358N|1090103W|33.8994964|-109.0175744|335633N|1090608W|33.9425|-109.1022222
34011|San Francisco River|Stream|Arizona|04|Greenlee|011|Guthrie|02/08/1980||Official|Board Decision|01/01/1962|325834N|1092219W|32.9761743|-109.3720169|335302N|1091149W|33.8839402|-109.1970237
34588|Snare Canyon|Valley|New Mexico|35|Catron|003|Glenwood|02/08/1980|01/28/2020||||332215N|1085913W|33.3707674|-108.9869662|331955N|1090535W|33.3318443|-109.093183
34867|Stone Creek|Stream|Arizona|04|Apache|001|Luna Lake|02/08/1980|06/10/2015||||334955N|1090142W|33.831997|-109.0284067|335433N|1090502W|33.9092839|-109.0838533
35887|Wampoo Wash|Stream|Arizona|04|Greenlee|011|York|02/08/1980|||||325352N|1090731W|32.8978453|-109.125343|325443N|1090136W|32.9119444|-109.0266667
35934|Webster Canyon|Valley|New Mexico|35|Catron|003|Maple Peak|02/08/1980|08/18/2021||||331612N|1090219W|33.2701259|-109.0385208|331932N|1090338W|33.3255556|-109.060497
36295|Winchester Canyon|Valley|Arizona|04|Greenlee|011|Tillie Hall Peak|02/08/1980|03/24/2023||||325658N|1090307W|32.9493066|-109.051947|325936N|1090044W|32.9934588|-109.0122753
40477|Frisco Canyon|Valley|Arizona|04|Greenlee|011|Guthrie|06/27/1984|||||325832N|1092220W|32.9756188|-109.3722948|331510N|1085239W|33.2528418|-108.8775623
40491|San Francisco Mountains|Range|New Mexico|35|Catron|003|Bull Basin|06/27/1984|08/13/2025||||334128N|1085734W|33.6909852|-108.9594561|||0.0|0.0
41148|Navajo Nation Reservation|Civil|Arizona|04|Apache|001|Lohali Point||03/21/2023||||361010N|1094617W|36.1693816|-109.7712603|||0.0|0.0
41541|Saddle Mountain|Summit|New Mexico|35|Catron|003|Blue|12/01/1991|05/20/2023||||333656N|1090004W|33.6154905|-109.0010166|||0.0|0.0
41673|Kelly Canyon|Valley|Arizona|04|Greenlee|011|Alma|12/01/1991|12/13/2010||||332442N|1085533W|33.4117269|-108.9258989|332735N|1090345W|33.4597802|-109.0625701
42145|Turner Peak|Summit|New Mexico|35|Catron|003|Escudilla Mountain|09/01/1992|08/04/2023||||335320N|1090240W|33.8889757|-109.0444534|||0.0|0.0
42838|Gila River|Stream|Arizona|04|Yuma|027|Yuma East|02/08/1980||Official|Board Decision|01/01/1969|324311N|1143319W|32.7197692|-114.5552281|331047N|1081222W|33.1797914|-108.2061597
43100|Peloncillo Mountains|Range|New Mexico|35|Hidalgo|023|Skull Canyon|02/08/1980|08/30/2021|Official|Board Decision|09/20/1985|314001N|1090045W|31.6670285|-109.0125839|||0.0|0.0
169579|Ute Mountain Reservation|Civil|Colorado|08|Montezuma|083|Tanner Mesa|10/13/1978|03/21/2023||||370614N|1083946W|37.1039166|-108.6627197|||0.0|0.0
169594|Tierra Amarilla Grant|Civil|Colorado|08|Archuleta|007|Chama Peak|10/13/1978|||||370500N|1063732W|37.0833431|-106.6255904|||0.0|0.0
169596|Sangre de Cristo Grant|Civil|Colorado|08|Costilla|023|San Luis|08/31/1992|||||371230N|1052732W|37.2083478|-105.4589013|||0.0|0.0
169597|Beaubien and Miranda Grant|Civil|New Mexico|35|Colfax|007|Dawson|08/31/1992|||||364124N|1044919W|36.6900325|-104.8219412|||0.0|0.0
179311|Tanner Canyon|Valley|Colorado|08|Montezuma|083|Sentinel Peak SE|10/13/1978|02/07/2018||||370058N|1084612W|37.0162402|-108.77012|365946N|1083659W|36.996201|-108.6164287
179341|Dawson Arroyo|Stream|New Mexico|35|San Juan|045|La Plata|10/13/1978|11/17/2010||||365910N|1081132W|36.98612|-108.19229|370108N|1081607W|37.0188881|-108.2686917
179342|Barker Arroyo|Stream|New Mexico|35|San Juan|045|Farmington North|10/13/1978|11/17/2010||||365107N|1081303W|36.852|-108.21741|370418N|1081932W|37.07161|-108.3256
179343|Horse Canyon|Valley|New Mexico|35|San Juan|045|Purgatory Canyon|10/13/1978|02/14/2018||||365946N|1082106W|36.9962294|-108.3515904|370115N|1082202W|37.0208652|-108.3671628
179349|Little Barker Arroyo|Stream|New Mexico|35|San Juan|045|Purgatory Canyon|10/13/1978|11/17/2010||||365646N|1081726W|36.94598|-108.29069|370102N|1081649W|37.0172213|-108.2803586
179352|North Thomas Canyon|Valley|New Mexico|35|San Juan|045|La Plata|10/13/1978|07/07/2016||||365836N|1081221W|36.9766996|-108.2058198|370033N|1081604W|37.0091933|-108.2677614
179357|Cinder Gulch|Valley|New Mexico|35|San Juan|045|La Plata|10/13/1978|07/07/2016||||365855N|1080806W|36.9818064|-108.1348988|370343N|1080732W|37.06183|-108.1256655
179358|Mefford Wash|Stream|Colorado|08|La Plata|067|La Plata|10/13/1978|07/08/2015||||365939N|1081144W|36.9941669|-108.1956329|370047N|1081426W|37.0129823|-108.240458
179369|McDermott Arroyo|Stream|Colorado|08|La Plata|067|La Plata|10/13/1978|10/08/2020||||365430N|1081028W|36.9083661|-108.1744623|370809N|1075953W|37.1358064|-107.9980944
179373|Godby Wash|Stream|Colorado|08|La Plata|067|Trujillo|10/13/1978|||||370202N|1070158W|37.0338976|-107.0328157|365902N|1075949W|36.9838908|-107.9970126
179374|Clyde Walker Canyon|Valley|Colorado|08|La Plata|067|Pinkerton Mesa|10/13/1978|12/23/2017||||370140N|1080127W|37.0276584|-108.0241492|365928N|1080050W|36.9911829|-108.0139298
179375|Coyote Gulch|Valley|Colorado|08|La Plata|067|Pinkerton Mesa|10/13/1978|12/23/2017||||370019N|1080607W|37.005246|-108.1020139|365956N|1080154W|36.9989107|-108.0315601
184447|Cox Canyon|Valley|New Mexico|35|San Juan|045|Cedar Hill|10/13/1978|02/14/2018||||365610N|1075354W|36.9362451|-107.898231|370533N|1075738W|37.0923905|-107.960634
184463|Beef Canyon|Valley|New Mexico|35|San Juan|045|Anastacio Spring|10/13/1978|02/06/2018||||365922N|1074257W|36.9894088|-107.7158071|370122N|1074637W|37.0228232|-107.7770164
184464|Box Canyon|Valley|New Mexico|35|San Juan|045|Anastacio Spring|10/13/1978|02/01/2018||||365704N|1074434W|36.9511329|-107.7426512|370027N|1074705W|37.0074061|-107.7846606
184465|Line Canyon|Valley|New Mexico|35|San Juan|045|Mount Nebo|10/13/1978|10/31/2017|Official|Board Decision|01/01/1971|365944N|1075149W|36.9955762|-107.8634962|370205N|1074820W|37.034799|-107.8056595
184476|Ditch Canyon|Valley|New Mexico|35|San Juan|045|Cedar Hill|10/13/1978|04/01/2016||||365543N|1075305W|36.928699|-107.8846027|370027N|1074733W|37.0073715|-107.7926033
184478|Trail Canyon|Valley|New Mexico|35|San Juan|045|Anastacio Spring|10/13/1978|02/01/2018||||365657N|1074209W|36.9492545|-107.7023681|370440N|1074410W|37.0778558|-107.7361431
184503|Cemetery Canyon|Valley|New Mexico|35|San Juan|045|Burnt Mesa|10/13/1978|02/14/2018||||365958N|1073549W|36.9995041|-107.5968505|370041N|1073417W|37.0113638|-107.5714027
184504|Benito Canyon|Valley|New Mexico|35|San Juan|045|Burnt Mesa|10/13/1978|05/26/2023||||365721N|1073545W|36.9558348|-107.595713|365908N|1073402W|36.9856053|-107.5672111
184526|Seguro Canyon|Valley|New Mexico|35|Rio Arriba|039|Wirt Canyon|10/13/1978|02/14/2018||||365801N|1070218W|36.9668292|-107.0382535|370115N|1070020W|37.0209025|-107.005507
184527|Agua Canyon|Valley|New Mexico|35|Rio Arriba|039|Wirt Canyon|10/13/1978|02/14/2018||||365946N|1070614W|36.9960833|-107.1038145|370129N|1070218W|37.0246941|-107.0383777
184550|Navajo River|Stream|Colorado|08|Archuleta|007|Pagosa Junction|10/13/1978|08/13/2019|Official|Board Decision|01/01/1932|370126N|1070931W|37.0238959|-107.158652|371512N|1063843W|37.25334|-106.6453123
184551|Conejo Canyon|Valley|Colorado|08|Archuleta|007|Pagosa Junction|10/13/1978|01/12/2018|Official|Board Decision|01/01/1966|370113N|1071252W|37.0202833|-107.214508|365948N|1071113W|36.9966817|-107.1868335
184552|Frijoles Canyon|Valley|Colorado|08|Archuleta|007|Pagosa Junction|10/13/1978|01/12/2018|Official|Board Decision|01/01/1966|370015N|1071334W|37.0040918|-107.2261126|365851N|1071138W|36.9809657|-107.193784
184553|Encarnacion Canyon|Valley|New Mexico|35|Rio Arriba|039|Wirt Canyon|10/13/1978|02/14/2018||||365816N|1070043W|36.9710052|-107.01201|365957N|1070053W|36.9990364|-107.0145974
188031|City Reservoir|Reservoir|Colorado|08|La Plata|067|Columbine Pass|10/13/1978|04/21/2019|Official|Board Decision|01/01/1974|373228N|1073548W|37.5411969|-107.5965348|||0.0|0.0
190871|Wolf Creek|Stream|New Mexico|35|Rio Arriba|039|Chama|10/13/1978|11/17/2010||||365722N|1063240W|36.95603|-106.54457|370244N|1063017W|37.0455655|-106.5047564
190872|Dixie Creek|Stream|Colorado|08|Conejos|021|Cumbres|10/13/1978|||||370047N|1062527W|37.0130664|-106.4241989|365850N|1062739W|36.9805668|-106.4608663
190873|Apache Creek|Stream|Colorado|08|Conejos|021|Cumbres|10/13/1978|||||370018N|1062332W|37.0050111|-106.3922537|365801N|1062610W|36.9669559|-106.4361434
190874|Arkansas Creek|Stream|Colorado|08|Conejos|021|Cumbres|10/13/1978|05/01/2015||||370028N|1062436W|37.0077888|-106.4100318|365825N|1062639W|36.9736137|-106.4442909
190879|Toltec Creek|Stream|New Mexico|35|Rio Arriba|039|Toltec Mesa|10/13/1978|11/17/2010||||365854N|1061726W|36.9816786|-106.2905844|370118N|1061844W|37.02167|-106.31217
190893|Bighorn Creek|Stream|Colorado|08|Conejos|021|Fox Creek|10/13/1978|11/17/2010||||370245N|1061034W|37.04584|-106.17623|365929N|1061057W|36.9914014|-106.1825258
190925|Rio San Antonio|Stream|Colorado|08|Conejos|021|Manassa|10/13/1978|||||371114N|1055354W|37.1872334|-105.8983542|365056N|1061815W|36.8489024|-106.3041947
191032|Stove Creek|Stream|Colorado|08|Archuleta|007|Chromo|10/13/1978||Official|Board Decision|01/01/1983|370035N|1064800W|37.0097336|-106.8000362|365922N|1064341W|36.9894564|-106.7280916
191035|Coyote Creek|Stream|New Mexico|35|Rio Arriba|039|Dulce|08/31/1992|11/17/2010||||365931N|1065524W|36.99205|-106.92322|370740N|1064753W|37.12778|-106.79812
191053|Nabor Creek|Stream|New Mexico|35|Rio Arriba|039|Chromo Mountain|10/13/1978|11/17/2010||||365732N|1063807W|36.95881|-106.63525|370138N|1063635W|37.027233|-106.6097571
191086|Apache Canyon|Valley|Colorado|08|Conejos|021|Cumbres|10/13/1978|02/14/2018||||370015N|1062353W|37.0042916|-106.3981492|365759N|1062610W|36.9664471|-106.4362198
193029|Ventero Creek|Stream|Colorado|08|Costilla|023|San Luis|10/13/1978|11/17/2010||||370915N|1052445W|37.15411|-105.41245|365856N|1052903W|36.9822445|-105.4841752
193031|San Pedro Mesa|Summit|Colorado|08|Costilla|023|Sanchez Reservoir|10/13/1978|09/24/2022||||370244N|1052658W|37.0456423|-105.4495069|||0.0|0.0
193114|Costilla Creek|Stream|New Mexico|35|Taos|055|Ute Mountain|10/13/1978|11/17/2010|Official|Board Decision|01/01/1969|365851N|1054303W|36.98082|-105.71751|365945N|1051504W|36.99575|-105.25106
193121|Jarocito Creek|Stream|Colorado|08|Costilla|023|Sanchez Reservoir|10/13/1978|||||370017N|1052512W|37.0047444|-105.4200078|365823N|1051949W|36.9730795|-105.3302836
193122|Willow Creek|Stream|Colorado|08|Costilla|023|Sanchez Reservoir|10/13/1978|||||370037N|1052550W|37.0102997|-105.4305637|365854N|1051943W|36.9816904|-105.3286171
193143|Little Vermejo Creek|Stream|New Mexico|35|Colfax|007|The Wall|10/13/1978|11/17/2010||||365831N|1050743W|36.97537|-105.1286|370324N|1051102W|37.0566885|-105.1838938
193156|San Francisco Pass|Gap|Colorado|08|Las Animas|071|Vermejo Park|10/13/1978|||||365625N|1050512W|36.9403037|-105.0866678|||0.0|0.0
193157|North Fork Vermejo River|Stream|New Mexico|35|Colfax|007|The Wall|11/13/1980|||||365832N|1050743W|36.9755804|-105.1286131|370114N|1050552W|37.020579|-105.0977795
193159|Gonzales Canyon|Valley|New Mexico|35|Colfax|007|Vermejo Park|10/13/1978|06/08/2020||||365455N|1050347W|36.9152058|-105.0631515|370016N|1050418W|37.0043585|-105.0717051
194724|Long Canyon|Valley|Colorado|08|Las Animas|071|Trinidad West|10/13/1978|05/11/2018|Official|Board Decision|01/01/1899|370747N|1043550W|37.1298455|-104.5973343|365844N|1045002W|36.9788739|-104.8340268
194766|San Isidro Creek|Stream|Colorado|08|Las Animas|071|Patterson Crossing|10/13/1978|||||370918N|1041051W|37.1550193|-104.1808086|365506N|1041640W|36.9183577|-104.2777594
